beerName,beerStyle,upc,quantityOnHand,price,createdDate,updateDate
Sweet Eagle Stout,ALE,142592549484,163,3.01,2020-05-26T03:52:01,2020-11-21T00:36:54
Smooth Coast Bock,ALE,904948509011,253,20.45,2021-06-28T15:02:17,2024-05-07T21:55:19
Hoppy Raven Sour,ALE,032516477764,50,7.76,2022-01-31T17:03:39,2023-08-04T05:56:45
Bitter Wolf Porter,PALE_ALE,207829874468,72,3.05,2023-07-11T14:47:00,2023-11-13T02:36:35
Cloudy Ridge Wheat,ALE,550526008223,244,20.74,2020-08-19T14:01:33,2024-12-26T12:11:05
Dark Mountain Stout,WHEAT,390237460997,443,17.71,2024-06-13T03:39:54,2024-08-12T18:37:39
Ancient Mountain Stout,PILSNER,165668770003,62,13.8,2020-10-12T01:15:03,2024-11-30T00:41:31
Ancient Coast Lager,WHEAT,643181254633,359,22.56,2020-10-30T00:04:05,2021-08-14T12:06:55
Smooth Raven Porter,IPA,462982828054,211,4.56,2024-06-05T12:30:12,2024-10-11T21:57:22
Golden Peak Stout,PALE_ALE,342782093104,92,3.0,2020-02-04T11:29:27,2020-10-19T21:37:18
Ancient Valley Lager,STOUT,863282195142,169,21.08,2023-10-05T12:47:22,2024-02-06T18:57:10
Bold Hawk IPA,PALE_ALE,386342907842,460,14.58,2024-03-29T17:40:13,2024-07-06T02:59:41
Bitter Storm Pilsner,IPA,127949574382,317,12.19,2020-10-31T07:55:25,2022-10-10T01:51:17
Smooth Hawk Sour,LAGER,819355028097,427,14.38,2022-04-15T14:26:28,2022-09-08T22:14:07
Bitter Forest Gose,STOUT,394522567740,303,17.04,2021-01-15T07:29:27,2022-08-24T05:53:59
Dark Tiger Ale,PILSNER,504327161935,184,4.06,2024-12-12T02:49:07,2024-12-18T09:48:47
Golden Ridge Lager,ALE,895659185876,58,9.39,2020-07-10T20:11:46,2022-11-29T13:43:50
Bright Storm Stout,SOUR,013668538961,457,23.65,2020-06-24T03:58:56,2023-11-03T07:48:49
Wild River Pilsner,PALE_ALE,844104750945,441,24.5,2022-07-11T00:48:05,2024-08-09T10:24:17
Cloudy Raven Sour,PALE_ALE,926890299824,454,12.72,2021-12-13T13:16:18,2023-01-26T08:19:20
Wild Dragon Lager,SOUR,063919249528,414,7.59,2022-03-15T04:01:26,2023-05-29T10:03:43
Hoppy Bear IPA,PALE_ALE,694585295341,391,14.87,2021-12-01T04:56:27,2022-06-12T21:16:05
Roasted Hawk Stout,PILSNER,579630351958,70,11.29,2021-12-19T02:02:11,2024-05-06T15:06:59
Ancient River Pilsner,PALE_ALE,417526869009,129,10.24,2024-05-07T10:44:51,2024-06-20T21:06:00
Cloudy Eagle Pilsner,WHEAT,156884545428,463,24.37,2023-02-22T16:37:36,2024-03-20T16:20:17
Cloudy Hawk Wheat,IPA,425156440913,113,6.3,2022-11-30T03:27:08,2024-08-08T13:20:38
Wild Dragon Sour,PILSNER,952140809062,150,23.41,2021-02-18T23:44:19,2024-09-15T18:23:52
Cloudy Valley IPA,ALE,952710078332,162,13.06,2024-01-31T05:38:00,2024-09-14T01:27:14
Frosty Wolf Lager,STOUT,371717798193,80,9.53,2023-05-29T03:55:56,2023-12-24T11:19:04
Roasted Dragon Pilsner,STOUT,353737877015,56,21.89,2022-06-06T00:36:04,2022-12-28T09:09:26
Crispy Falcon Wheat,GOSE,878123163590,356,15.13,2024-12-15T13:25:55,2024-12-18T10:52:13
Bold River Porter,GOSE,960936278673,302,16.79,2020-03-27T17:23:32,2024-01-10T07:22:18
Bitter Valley Pilsner,IPA,802462589154,202,5.92,2023-02-27T05:36:59,2023-09-13T20:01:59
Dark Hawk Gose,PILSNER,996460283246,457,9.15,2021-01-16T23:42:16,2022-08-04T13:42:15
Malty River Lager,GOSE,439184836330,239,24.19,2020-08-22T05:41:48,2023-05-30T03:47:59
Frosty Eagle Porter,WHEAT,321952757293,421,13.06,2023-06-13T07:57:30,2024-01-13T10:48:54
Dark Bear Pilsner,WHEAT,123356594767,346,7.99,2020-05-23T13:28:25,2023-05-25T09:14:57
Frosty Dragon Ale,ALE,193516919703,377,3.54,2023-05-03T16:40:28,2024-04-24T03:34:15
Hazy Fox Pilsner,IPA,285641845504,113,6.55,2022-04-16T06:25:06,2024-06-01T23:24:02
Cloudy Forest Stout,WHEAT,581912447966,231,23.91,2022-03-12T04:33:13,2024-09-01T07:32:56
Imperial Mountain Pilsner,SOUR,738054748933,129,18.44,2022-09-08T00:33:39,2024-09-08T20:03:27
Bold Peak Porter,STOUT,289886811933,491,12.99,2021-01-16T01:11:51,2023-02-11T00:11:35
Roasted Valley Stout,LAGER,883719082901,397,12.18,2023-06-24T21:59:34,2023-08-24T07:48:50
Sweet Tiger Wheat,SOUR,843725351399,241,21.97,2024-09-01T22:54:23,2024-10-27T22:31:42
Wild Ridge Gose,GOSE,748592885248,99,8.37,2023-12-03T01:46:53,2024-09-17T21:55:45
Ancient Lion Ale,STOUT,329687495592,220,22.01,2023-08-20T16:18:10,2024-08-28T20:53:50
Hazy Valley Sour,PILSNER,715870816933,425,15.69,2024-04-24T19:15:55,2024-05-01T00:50:32
Golden Raven Bock,PORTER,321445889425,264,20.78,2022-07-18T09:01:36,2023-01-07T21:40:15
Crispy Coast Porter,LAGER,842311173485,24,22.24,2024-02-03T18:42:20,2024-07-04T14:08:40
Hoppy Falcon Porter,PORTER,213865719800,318,11.8,2024-12-05T20:08:58,2024-12-19T10:35:27
Malty Valley Lager,WHEAT,675077570648,376,3.8,2020-10-18T21:51:23,2024-12-21T12:32:03
Amber Dragon Sour,LAGER,049160280213,56,7.76,2022-11-10T21:22:19,2023-11-13T22:19:42
Ancient Bluff IPA,WHEAT,747599991550,372,22.32,2023-02-28T12:56:08,2024-05-30T07:13:06
Cloudy Forest Wheat,PALE_ALE,710005299207,467,22.48,2021-07-16T23:08:36,2024-05-04T10:19:30
Session Eagle Lager,PORTER,313010256742,458,16.84,2023-11-02T04:00:17,2023-11-19T23:46:41
Wild Peak Porter,SOUR,263267810706,313,20.57,2020-05-30T23:59:04,2024-07-28T20:32:50
Bold Bear Ale,ALE,623627008995,91,23.61,2024-02-14T06:10:47,2024-04-20T00:24:19
Rustic Valley Lager,SOUR,977558146278,173,15.09,2023-02-26T21:32:06,2023-05-22T05:16:34
Smooth Coast Bock,PORTER,255580662006,445,15.43,2021-03-31T01:29:35,2021-09-13T01:05:26
Session Fox Sour,STOUT,809019745538,323,12.01,2020-05-05T01:06:35,2024-09-29T06:09:57
Crispy Coast Bock,PORTER,634897273928,125,12.88,2022-01-23T03:35:53,2023-01-18T14:49:32
Dark Tiger Ale,GOSE,351729887581,171,17.14,2024-09-22T23:11:00,2024-11-12T21:58:53
Dark Hawk Porter,GOSE,294904109723,261,17.25,2023-03-20T12:48:38,2023-06-06T01:59:41
Golden Coast Wheat,PALE_ALE,865659123276,210,23.24,2020-08-15T16:24:06,2024-03-12T08:32:26
Ancient Bluff Lager,GOSE,324361604406,87,8.37,2022-01-28T05:54:44,2023-06-15T11:41:23
Sweet Fox Porter,PILSNER,052970972519,138,23.93,2020-07-25T10:40:48,2022-12-03T23:54:29
Ancient Coast Sour,LAGER,948065677385,184,22.54,2021-01-17T07:36:40,2024-01-29T07:25:57
Bright Eagle Wheat,SOUR,476506501542,60,24.98,2023-12-03T23:08:21,2024-09-06T05:10:11
Bitter Raven Ale,PORTER,725882569924,200,19.93,2021-12-15T08:58:37,2022-05-18T17:31:56
Golden Valley Bock,LAGER,918850037543,174,8.04,2024-11-07T15:29:07,2024-11-11T00:32:53
Amber Lion Sour,IPA,936252229266,475,18.62,2023-05-01T10:23:53,2024-04-07T13:57:16
Session Valley Pilsner,PORTER,138985950556,24,19.78,2021-08-13T03:20:04,2022-10-11T12:44:58
Ancient Raven Ale,PALE_ALE,609328837719,267,10.92,2022-12-18T16:40:41,2024-11-09T06:49:00
Dark Ridge Bock,PALE_ALE,944839959102,293,15.11,2021-08-17T18:56:11,2023-09-09T21:57:05
Malty Forest Pilsner,GOSE,875870578917,94,23.67,2022-05-16T12:38:15,2022-06-08T04:03:29
Rustic Wolf Lager,STOUT,003097933458,424,23.78,2024-05-26T01:26:16,2024-09-25T09:04:46
Amber Coast Wheat,PALE_ALE,400657383690,432,15.22,2023-09-26T06:34:47,2024-12-20T23:40:58
Bold Dragon Lager,IPA,986861826884,306,4.18,2021-07-24T12:48:46,2021-12-19T17:52:57
Roasted Coast Stout,ALE,942395417685,220,22.08,2024-06-29T19:08:47,2024-08-05T20:08:59
Session Tiger Lager,LAGER,248333891314,190,24.44,2023-02-03T09:50:54,2024-03-30T05:10:26
Cloudy Falcon Lager,PILSNER,330734325025,212,22.27,2020-11-03T19:57:15,2023-07-24T17:54:24
Roasted Lion Lager,ALE,122090152733,169,3.49,2024-09-01T00:48:09,2024-10-30T00:42:46
Amber Eagle Sour,GOSE,530089588812,290,7.19,2023-07-04T04:19:55,2023-11-27T16:16:46
Session Valley Pilsner,WHEAT,097534240482,156,15.69,2022-04-05T13:58:55,2022-08-26T21:30:38
Roasted Lion IPA,LAGER,862335306418,440,10.41,2024-09-05T14:21:44,2024-09-22T06:07:41
Roasted Storm Stout,SOUR,434659517889,339,21.37,2022-12-26T03:48:46,2024-05-17T07:46:10
Smooth Hawk Porter,LAGER,562884193725,164,23.39,2020-12-21T02:54:17,2020-12-29T03:23:14
Roasted Dragon Porter,PALE_ALE,455363997142,202,21.27,2024-09-21T05:37:06,2024-09-23T13:00:32
Crispy Coast Porter,LAGER,432926526883,62,13.48,2021-09-03T02:08:25,2024-07-09T16:45:34
Sweet Raven Ale,LAGER,556520590536,214,21.78,2022-11-23T15:55:19,2023-04-21T01:41:35
Hazy Forest Gose,LAGER,986722230658,494,24.61,2021-05-01T00:29:51,2022-06-21T02:01:01
Smooth Ridge Porter,STOUT,711407347364,391,24.2,2021-02-10T09:57:13,2023-04-12T22:16:58
Frosty River Ale,GOSE,164138482413,150,7.15,2021-12-14T01:16:10,2022-12-12T15:18:14
Dark Mountain Porter,LAGER,803761786636,26,20.09,2021-11-15T14:21:56,2024-09-16T07:04:50
Imperial Coast Sour,PILSNER,640825600807,374,23.07,2021-08-04T18:48:40,2024-05-24T05:45:23
Cloudy Falcon Sour,PILSNER,303070646004,192,4.68,2020-04-25T19:38:46,2020-06-01T12:07:08
Ancient Raven Gose,ALE,730191072816,397,23.44,2020-08-16T01:58:23,2021-03-10T00:36:58
Hazy Creek Gose,STOUT,471494288684,217,6.13,2020-10-18T15:50:33,2022-07-19T14:19:35
Malty Creek Lager,STOUT,291477282874,391,17.86,2022-03-26T09:37:11,2024-03-09T02:23:08
Hoppy Fox Lager,SOUR,907608118419,12,13.3,2024-02-13T12:42:22,2024-03-29T14:49:13
Ancient Ridge Gose,STOUT,686387373789,296,7.21,2024-06-28T21:36:21,2024-09-10T00:36:49
Wild River Wheat,LAGER,783846967591,30,18.11,2020-06-16T13:30:40,2021-07-07T08:11:29
Rustic Falcon Ale,PORTER,954475566244,77,15.69,2024-05-03T08:42:44,2024-10-10T00:40:49
Hoppy Tiger IPA,STOUT,860112748757,401,21.2,2020-01-13T04:08:53,2023-11-29T15:14:58
Dark Valley Ale,ALE,560982219941,266,18.9,2021-12-04T01:13:58,2022-11-19T03:36:49
Sweet Tiger IPA,PORTER,141881532414,450,24.21,2020-08-18T19:50:04,2022-06-07T20:45:27
Cloudy Peak Bock,WHEAT,544838142151,433,12.06,2022-01-20T05:31:49,2023-06-30T19:46:56
Dark Dragon Wheat,PALE_ALE,182654621446,148,15.82,2024-02-07T19:30:51,2024-06-19T00:58:27
Crispy Eagle Gose,IPA,099640776820,499,6.29,2020-05-18T09:21:31,2024-12-14T22:16:25
Rustic Dragon Wheat,ALE,591105243776,189,7.68,2023-04-12T04:47:52,2024-07-28T13:25:45
Cloudy Coast Bock,IPA,911122775482,186,10.14,2020-07-07T20:08:41,2024-05-10T13:48:55
Hoppy Mountain Ale,GOSE,677782753431,375,9.86,2024-03-12T19:41:21,2024-07-25T02:39:56
Ancient Wolf Stout,STOUT,285324475987,57,11.8,2022-06-16T05:54:28,2024-12-04T02:34:25
Crispy Tiger Bock,LAGER,340613573812,35,12.89,2021-06-09T10:03:18,2023-05-06T08:45:32
Golden Tiger Ale,IPA,204681265883,317,3.9,2020-08-07T12:22:32,2023-02-15T11:57:52
Bold Mountain Stout,WHEAT,343971007147,185,20.18,2022-10-04T02:32:40,2024-04-29T10:58:48
Wild Dragon Gose,IPA,457177855699,135,4.7,2021-06-06T22:31:53,2022-11-24T04:54:00
Bitter Falcon Bock,WHEAT,579102681108,259,4.7,2022-06-25T19:01:01,2022-11-04T07:34:47
Hoppy Forest Gose,WHEAT,289711150489,26,19.61,2024-11-18T11:15:49,2024-11-27T03:14:21
Sweet Dragon Pilsner,PALE_ALE,653115911995,262,10.95,2024-03-03T17:40:58,2024-12-07T17:52:37
Frosty Storm Pilsner,IPA,718404477815,78,20.03,2023-01-18T06:22:32,2023-08-26T07:57:19
Hoppy Coast Lager,IPA,533887366118,310,20.47,2022-01-27T14:41:17,2023-11-25T10:00:30
Smooth Lion Wheat,PILSNER,531486436917,392,13.79,2020-01-27T08:00:24,2024-05-03T00:23:35
Sweet Storm Stout,SOUR,018707421614,409,19.29,2020-03-18T11:00:35,2022-07-13T08:56:26
Rustic Hawk Wheat,PORTER,379316759105,85,19.44,2024-02-16T05:44:55,2024-04-03T16:37:49
Crispy Wolf IPA,WHEAT,906690984587,380,23.46,2022-12-18T04:48:59,2024-03-29T07:12:16
Session Ridge Pilsner,PORTER,532527499519,301,23.6,2024-01-11T17:07:56,2024-07-01T14:21:44
Malty River Porter,LAGER,675893992803,467,12.01,2021-08-13T06:05:27,2024-06-20T21:11:58
Frosty Bluff Pilsner,STOUT,637715920533,60,13.08,2020-08-15T01:47:00,2021-05-10T17:47:31
Malty Lion Stout,ALE,563580644731,466,23.46,2024-04-14T08:22:23,2024-07-10T16:55:21
Malty Hawk Pilsner,WHEAT,155538746391,201,20.31,2024-01-15T07:53:31,2024-02-24T17:20:03
Roasted Fox Sour,PORTER,229702658078,174,12.71,2023-10-09T06:19:51,2024-11-25T07:49:57
Sweet River IPA,PILSNER,997507830886,429,17.05,2023-05-13T22:12:15,2024-02-17T16:50:18
Golden Dragon Ale,SOUR,614167951444,275,18.83,2020-09-16T14:23:17,2024-03-29T00:21:33
Bitter Falcon Porter,LAGER,154133586963,362,15.32,2024-09-04T10:36:46,2024-10-12T17:52:28
Smooth Tiger Ale,WHEAT,128404610980,255,23.45,2022-09-09T07:47:39,2022-10-05T14:53:17
Session Lion Bock,WHEAT,547916704606,480,15.96,2023-04-06T03:36:16,2023-07-29T10:53:52
Hoppy Raven Wheat,ALE,456105997882,170,16.77,2024-06-20T09:11:53,2024-12-04T08:20:08
Session Lion Porter,SOUR,997357462248,8,11.43,2020-10-18T01:09:53,2021-04-08T16:13:51
Hazy Wolf IPA,ALE,860164076156,58,15.35,2024-01-08T00:33:01,2024-02-22T09:12:27
Golden Storm Gose,ALE,043115718225,327,19.74,2022-10-23T18:14:00,2023-12-14T00:09:37
Ancient Storm Lager,ALE,946789455378,337,24.62,2021-01-24T09:35:01,2024-03-18T17:26:14
Sweet Raven Pilsner,LAGER,707012370553,353,10.18,2021-12-13T21:09:32,2023-09-05T06:20:14
Dark Creek Ale,IPA,837776515327,46,15.68,2020-07-14T18:52:55,2024-04-06T19:08:24
Smooth Storm Ale,PALE_ALE,060129507413,323,24.26,2023-10-07T07:27:24,2024-04-11T23:33:09
Amber Bear Porter,PORTER,227896006512,216,12.41,2022-10-02T10:57:02,2024-11-22T05:46:11
Bright Fox Sour,ALE,982616383743,238,4.33,2024-08-11T10:13:19,2024-10-16T12:54:15
Session Coast Stout,PALE_ALE,160512220024,450,17.66,2024-05-03T20:12:47,2024-05-04T10:30:29
Bitter Peak Porter,PILSNER,647214279214,282,13.14,2022-11-29T06:29:21,2024-11-24T21:21:41
Wild Tiger Wheat,PILSNER,486754809535,306,8.82,2022-11-19T19:32:06,2023-04-11T17:07:00
Bright Bear Sour,IPA,866061583229,220,15.51,2024-10-18T02:35:32,2024-11-19T06:08:09
Bold River Wheat,SOUR,762860332851,42,3.63,2022-07-12T01:00:41,2024-12-15T12:41:34
Ancient Creek Pilsner,PILSNER,352653165273,278,13.14,2023-09-25T04:20:41,2024-09-29T03:09:10
Cloudy Wolf Pilsner,PALE_ALE,481491871826,463,21.64,2020-11-22T09:20:12,2023-08-01T06:51:15
Sweet Peak Pilsner,WHEAT,578799679958,481,8.46,2024-09-15T08:11:21,2024-09-19T14:33:33
Bitter Dragon Wheat,LAGER,768354223738,165,23.79,2022-09-30T18:56:32,2022-10-26T19:49:17
Bright Valley Bock,WHEAT,751547833374,313,19.96,2021-07-24T08:08:09,2024-08-06T14:37:05
Bitter Fox Wheat,PORTER,679287317058,387,22.6,2024-05-02T07:05:47,2024-10-28T18:46:16
Session Lion Porter,PORTER,249268159998,114,11.34,2023-03-05T07:09:29,2024-07-03T08:45:42
Smooth Creek Stout,SOUR,942510690622,318,22.02,2022-11-17T16:53:38,2024-08-25T19:17:30
Hazy Peak Ale,SOUR,450784205656,248,18.65,2022-01-22T19:27:10,2022-08-22T08:02:26
Bitter Bear Gose,PILSNER,854611692999,179,19.0,2021-12-28T10:42:57,2023-03-05T18:41:47
Roasted Wolf Wheat,LAGER,629902940632,5,12.26,2023-12-28T06:52:29,2024-07-13T18:12:32
Amber Peak Lager,WHEAT,837095690751,309,14.06,2023-05-11T10:22:00,2023-07-03T14:39:08
Malty Creek Porter,ALE,439793351630,440,18.79,2024-01-21T23:18:23,2024-12-07T18:39:12
Bright Bluff Ale,GOSE,981710512571,224,15.9,2022-06-19T03:53:18,2023-04-28T16:41:37
Hoppy Mountain Ale,PORTER,651536983130,158,21.64,2024-07-30T13:36:02,2024-12-02T02:21:29
Ancient Fox IPA,WHEAT,043291729422,431,19.02,2022-12-03T01:21:33,2023-03-07T01:18:25
Imperial Tiger Wheat,STOUT,436550163835,40,16.25,2021-03-02T14:25:29,2021-10-06T11:52:31
Rustic Peak Stout,PORTER,623390203555,458,13.52,2024-12-15T20:29:16,2024-12-16T18:12:27
Session Dragon Ale,WHEAT,542463175019,36,4.09,2021-03-10T09:07:04,2022-06-03T03:50:28
Ancient Falcon Ale,PORTER,341788361187,402,19.9,2020-03-21T04:51:29,2022-09-07T07:57:28
Smooth Fox IPA,ALE,743427022993,102,24.84,2022-11-30T06:32:07,2023-09-15T14:48:29
Golden Tiger Bock,GOSE,224016892210,206,7.21,2024-08-13T10:19:43,2024-08-27T16:05:30
Dark Valley Ale,GOSE,376936315488,142,12.12,2023-02-08T07:12:29,2024-08-03T20:25:27
Rustic Coast IPA,WHEAT,659723804967,258,15.15,2024-06-26T15:56:43,2024-12-27T13:45:34
Bitter Creek Bock,IPA,914559228243,24,14.19,2021-12-21T06:06:20,2022-10-30T22:22:51
Wild Bluff Lager,PALE_ALE,515444212539,263,17.56,2024-10-08T23:40:14,2024-11-17T03:45:13
Ancient Tiger Porter,PILSNER,323492880762,70,10.62,2023-02-22T16:51:31,2023-06-28T20:37:16
Golden Storm Gose,PILSNER,998593625478,265,15.24,2023-05-18T01:08:06,2024-01-20T02:30:05
Session Forest Sour,GOSE,182411659983,99,22.05,2023-03-13T15:11:51,2023-07-31T01:52:48
Cloudy Bluff IPA,PALE_ALE,353847577330,32,8.48,2024-08-10T21:11:20,2024-10-17T21:46:55
Wild Dragon IPA,IPA,903736737176,21,5.71,2020-06-13T06:51:53,2022-03-23T19:43:32
Hazy Bear Pilsner,ALE,676308464600,246,3.01,2023-06-24T12:28:15,2024-09-10T15:38:47
Bright Creek Bock,SOUR,082822115292,380,20.73,2024-02-22T18:20:40,2024-04-24T02:19:03
Hoppy Valley Gose,IPA,080883557098,443,16.09,2022-09-22T06:30:32,2024-07-04T13:26:23
Hoppy Bluff Ale,IPA,397473761688,106,13.16,2022-10-18T10:24:00,2024-07-16T15:38:42
Dark Mountain Wheat,GOSE,055166238523,43,5.33,2022-12-19T20:46:36,2024-08-31T12:42:43
Amber Wolf Bock,GOSE,228559097027,349,4.03,2021-06-09T11:15:08,2023-03-13T19:41:36
Hazy River Gose,PALE_ALE,689785219067,475,21.91,2022-07-26T16:20:00,2024-08-27T12:36:06
Dark Coast Sour,SOUR,181508542759,307,15.14,2022-09-24T10:39:53,2023-07-10T02:50:59
Hazy Coast Lager,PILSNER,814491027674,476,14.12,2023-01-13T02:43:53,2024-06-10T03:35:54
Cloudy Ridge Ale,LAGER,899050665553,340,21.87,2021-06-06T06:39:19,2023-10-15T05:03:25
Hoppy Creek IPA,STOUT,208604306551,447,23.4,2021-11-03T10:14:56,2022-09-09T12:26:27
Crispy Creek Bock,IPA,277537666440,381,19.62,2021-12-23T19:59:39,2022-08-30T14:58:28
Session Dragon Sour,STOUT,079835680899,230,19.57,2022-03-29T19:28:42,2022-04-21T16:25:37
Session Raven Lager,PORTER,755159195031,484,16.73,2022-09-23T23:19:39,2023-06-29T02:35:23
Hoppy Bluff Lager,STOUT,312427970715,466,10.69,2023-10-25T08:01:27,2023-10-25T10:44:07
Imperial Wolf IPA,STOUT,854094722240,411,14.91,2022-11-26T20:38:39,2023-04-11T03:31:52
Golden Valley Bock,PORTER,532474455436,391,8.19,2024-10-27T20:47:56,2024-11-17T12:58:18
Hazy Creek Stout,PILSNER,057555130159,54,24.37,2021-04-16T19:52:22,2022-10-07T20:46:31
Crispy Creek Wheat,PILSNER,097302258058,101,10.8,2022-06-02T04:49:05,2024-01-15T06:56:13
Session Falcon Pilsner,WHEAT,377099022672,245,23.08,2022-06-01T07:24:15,2024-11-05T22:42:29
Bold Dragon Lager,LAGER,257229080846,184,12.4,2024-10-11T12:16:09,2024-12-14T01:04:56
Hazy Storm Ale,PALE_ALE,377740324062,230,8.13,2020-10-31T15:01:30,2022-07-16T05:26:18
Hazy Falcon Bock,STOUT,014374987864,160,13.12,2023-05-06T15:36:13,2023-12-15T13:49:57
Roasted Dragon Sour,STOUT,524090542964,402,6.74,2023-09-27T14:00:31,2024-06-14T16:01:58
Malty Valley Gose,STOUT,476892952483,249,18.74,2020-07-19T13:24:25,2023-01-22T09:29:13
Imperial Hawk Lager,SOUR,329434051049,366,13.33,2020-10-28T10:23:49,2024-05-28T19:12:37
Smooth Raven Pilsner,GOSE,273360063531,185,14.05,2020-02-01T21:17:36,2024-11-29T15:01:54
Smooth Fox Bock,GOSE,389289574836,3,23.49,2021-08-09T17:30:05,2022-04-04T03:22:26
Roasted Lion IPA,PALE_ALE,384883361258,388,3.47,2020-11-23T12:02:41,2023-09-09T00:09:57
Roasted Hawk IPA,IPA,163811383371,254,11.2,2022-11-09T14:56:23,2024-08-15T01:12:43
Sweet Ridge IPA,STOUT,076945527979,52,8.28,2021-08-03T16:35:01,2021-10-02T22:01:51
Bitter Fox Ale,PILSNER,053467044299,326,24.75,2024-09-01T15:12:03,2024-10-10T12:32:20
Rustic Bear Stout,ALE,518437771589,360,3.0,2023-11-24T17:52:01,2024-07-24T05:42:08
Imperial Eagle Wheat,PORTER,753110137250,143,17.06,2024-05-15T21:46:25,2024-09-11T23:35:12
Ancient Mountain Wheat,LAGER,874374063148,90,19.21,2021-01-02T19:05:05,2022-11-24T22:52:04
Dark Peak Gose,STOUT,098699408035,480,4.42,2020-04-01T20:06:32,2024-03-17T11:48:23
Rustic Valley IPA,SOUR,595238480847,36,6.45,2022-09-15T18:54:49,2024-11-10T14:44:55
Amber Eagle Lager,LAGER,074436549867,473,24.59,2022-01-08T03:43:36,2024-09-25T22:45:24
Rustic Bear Porter,SOUR,551301375054,122,23.93,2022-10-24T03:07:43,2024-03-09T16:19:16
Session Tiger Sour,PORTER,073745233679,112,24.75,2022-08-15T13:29:54,2024-03-18T04:19:17
Cloudy Tiger Ale,WHEAT,682561087170,499,18.56,2022-08-23T12:58:20,2024-09-04T14:01:09
Imperial Falcon Porter,PORTER,816577692511,200,22.88,2023-03-04T16:27:49,2023-03-16T00:01:15
Smooth Mountain Ale,STOUT,674644985229,333,5.75,2022-03-11T04:25:04,2024-09-07T16:56:30
Session Bluff Sour,PALE_ALE,756777593406,457,18.49,2021-04-27T23:29:04,2022-04-05T12:20:04
Bitter Bear Lager,GOSE,031881092957,225,3.79,2022-11-06T23:06:24,2023-02-21T04:10:21
Session Bear Ale,GOSE,659565449588,458,17.53,2023-01-12T08:36:41,2024-10-01T11:20:45
Dark Falcon Stout,GOSE,490571655344,129,15.75,2022-08-29T20:01:53,2023-02-18T00:54:08
Session Tiger Bock,LAGER,545188099245,467,14.26,2022-03-24T07:34:55,2022-06-19T22:03:39
Crispy Wolf Ale,WHEAT,014282005119,287,3.47,2021-03-24T07:12:39,2022-06-23T19:44:05
Cloudy Falcon Ale,GOSE,692767228739,466,8.2,2020-04-28T11:34:16,2024-06-17T22:48:54
Crispy Wolf Stout,IPA,699042206660,279,21.06,2021-04-27T22:59:51,2022-09-22T01:35:40
Hoppy Dragon Wheat,ALE,058341584076,273,20.46,2021-06-24T04:40:27,2023-06-21T03:59:13
Crispy Storm Sour,GOSE,662868826141,218,19.31,2020-12-21T01:20:18,2022-10-04T06:26:26
Cloudy Forest Stout,PILSNER,557049302572,321,13.75,2023-05-07T04:45:43,2024-04-26T15:06:01
Cloudy Ridge Pilsner,PILSNER,659257596873,121,20.22,2020-11-26T13:58:18,2021-02-19T08:30:44
Cloudy Creek Bock,SOUR,131161420173,232,14.92,2021-05-08T02:55:44,2022-12-03T00:38:47
Amber Hawk IPA,LAGER,788351671356,309,6.99,2021-02-25T04:23:07,2022-09-30T00:32:51
Cloudy Lion Ale,STOUT,836507308998,35,19.74,2023-06-09T02:39:12,2024-03-05T21:21:30
Cloudy Hawk Bock,WHEAT,731518313532,320,13.95,2020-10-14T22:06:36,2024-01-02T10:43:45
Amber Coast Lager,PORTER,290893430009,390,13.91,2023-10-12T14:34:04,2024-08-15T08:31:51
Frosty Eagle Wheat,SOUR,328956706230,483,22.26,2023-08-03T19:27:13,2024-03-24T01:04:03
Bright Dragon Lager,LAGER,450582736016,266,13.46,2021-11-25T09:42:13,2023-04-07T15:48:54
Bitter Dragon Sour,IPA,659111927253,429,10.75,2021-11-24T21:31:44,2024-11-20T17:39:12
Frosty Tiger Lager,WHEAT,412441987223,34,9.11,2021-04-20T15:46:18,2022-04-10T00:07:53
Malty Bear Bock,IPA,752769047210,341,17.39,2024-07-16T15:13:52,2024-10-28T10:44:12
Cloudy Hawk Porter,IPA,811843930175,252,9.96,2020-09-23T04:23:07,2023-01-26T20:55:50
Amber Raven Porter,GOSE,633291309120,263,24.29,2024-10-11T19:14:58,2024-10-19T21:26:47
Malty Bear Stout,PILSNER,301098865354,206,5.01,2024-06-28T19:33:15,2024-07-24T09:04:30
Ancient Coast Pilsner,ALE,986918909824,445,3.28,2024-10-25T10:24:19,2024-11-16T03:30:12
Bitter Lion Gose,SOUR,104789901674,253,20.63,2023-03-25T23:50:47,2024-08-15T04:08:54
Frosty Forest Ale,STOUT,970341211426,451,14.92,2021-04-27T19:18:49,2022-03-25T02:35:41
Golden Valley Bock,LAGER,187418854513,337,24.38,2023-09-29T12:09:08,2023-12-14T16:11:11
Bitter Tiger Pilsner,PALE_ALE,399919798215,290,20.83,2022-08-09T11:47:52,2024-11-29T19:49:40
Session Tiger Lager,WHEAT,150207943056,138,7.65,2020-08-25T13:56:33,2022-09-03T12:10:26
Frosty Storm Ale,ALE,787942054046,488,7.23,2021-08-07T12:23:45,2023-10-20T03:54:28
Smooth River IPA,PALE_ALE,872989319288,480,11.95,2020-05-16T05:58:36,2023-05-06T19:33:28
Hoppy Valley Gose,GOSE,882890621195,71,15.53,2020-10-29T22:39:04,2022-06-25T13:14:06
